jurisdiction,year,population,murder,rape,robbery,agg_assault,b_e,larceny_theft,m_v_theft,grand_total,violent_crime_total,violent_crime_percent,property_crime_totals,property_crime_percent,overall_crime_rate_per_100_000_people,violent_crime_rate_per_100_000_people,property_crime_rate_per_100_000_people,murder_per_100_000_people,rape_per_100_000_people,robbery_per_100_000_people,agg_assault_per_100_000_people,b_e_per_100_000_people,larceny_theft_per_100_000_people,m_v_theft_per_100_000_people,percent_change,violent_crime_percent_change,property_crime_percent_change,overall_percent_change_per_100_000_people,violent_crime_rate_percent_change_per_100_000_people,property_crime_rate_percent_change_per_100_000_people,murder_rate_percent_change_per_100_000_people,rape_rate_percent_change_per_100_000_people,robbery_rate_percent_change_per_100_000_people,agg_assault_rate_percent_change_per_100_000_people,b_e_rate_percent_change_per_100_000_people,larceny_theft_rate_percent_change_per_100_000_people,m_v_theft_rate_percent_change_per_100_000_people
Kent County,1978,16647,2,4,1,19,140,259,21,446,26,5.800,420,94.200,2679.2,156.2,2523.0,12.0,24.0,6.0,114.1,841.0,1555.8,126.1,14.700,18.200,14.400,11.600,15.00,11.400,1201.400,289.300,-75.700,8.800,13.500,14.00,-21.400
Kent County,1979,16225,0,1,11,36,136,302,26,512,48,9.400,464,90.600,3155.6,295.8,2859.8,0.0,6.2,67.8,221.9,838.2,1861.3,160.2,14.800,84.600,10.500,17.800,89.400,13.300,-100.0,-74.300,1028.600,94.400,-0.300,19.600,27.00
Kent County,1980,16680,0,2,6,43,166,370,22,609,51,8.400,558,91.600,3651.1,305.8,3345.3,0.0,12.0,36.0,257.8,995.2,2218.2,131.9,18.900,6.300,20.300,15.700,3.400,17.00,0.0,94.500,-46.900,16.200,18.700,19.200,-17.700
Kent County,1981,16954,1,2,6,44,140,368,20,581,53,9.100,528,90.900,3426.9,312.6,3114.3,5.9,11.8,35.4,259.5,825.8,2170.6,118.0,-4.600,3.900,-5.400,-6.100,2.200,-6.900,589.800,-1.600,-1.600,0.700,-17.00,-2.100,-10.600
Kent County,1982,16970,0,2,2,42,137,400,16,599,46,7.700,553,92.300,3529.8,271.1,3258.7,0.0,11.8,11.8,247.5,807.3,2357.1,94.3,3.100,-13.200,4.700,3.00,-13.300,4.600,-100.0,-0.100,-66.700,-4.600,-2.200,8.600,-20.100
Kent County,1983,17124,0,2,7,43,122,310,18,502,52,10.400,450,89.600,2931.6,303.7,2627.9,0.0,11.7,40.9,251.1,712.5,1810.3,105.1,-16.200,13.00,-18.600,-16.900,12.00,-19.400,0.0,-0.900,246.900,1.500,-11.700,-23.200,11.500
Kent County,1984,16877,0,2,4,39,109,375,17,546,45,8.200,501,91.800,3235.2,266.6,2968.5,0.0,11.9,23.7,231.1,645.8,2222.0,100.7,8.800,-13.500,11.300,10.400,-12.200,13.00,0.0,1.500,-42.00,-8.00,-9.300,22.700,-4.200
Kent County,1985,16864,0,4,4,58,127,322,22,537,66,12.300,471,87.700,3184.3,391.4,2792.9,0.0,23.7,23.7,343.9,753.1,1909.4,130.5,-1.600,46.700,-6.00,-1.600,46.800,-5.900,0.0,100.200,0.100,48.800,16.600,-14.100,29.500
Kent County,1986,17127,1,10,3,44,168,292,18,536,58,10.800,478,89.200,3129.6,338.6,2790.9,5.8,58.4,17.5,256.9,980.9,1704.9,105.1,-0.200,-12.100,1.500,-1.700,-13.500,-0.100,583.900,146.200,-26.200,-25.300,30.300,-10.700,-19.400
Kent County,1987,17171,0,7,4,31,105,295,18,460,42,9.100,418,90.900,2678.9,244.6,2434.3,0.0,40.8,23.3,180.5,611.5,1718.0,104.8,-14.200,-27.600,-12.600,-14.400,-27.800,-12.800,-100.0,-30.200,33.00,-29.700,-37.700,0.800,-0.300
Kent County,1988,17410,1,2,3,34,90,238,16,384,40,10.400,344,89.600,2205.6,229.8,1975.9,5.7,11.5,17.2,195.3,516.9,1367.0,91.9,-16.500,-4.800,-17.700,-17.700,-6.100,-18.800,574.400,-71.800,-26.00,8.200,-15.500,-20.400,-12.300
Kent County,1989,17266,2,3,6,36,108,237,22,414,47,11.400,367,88.600,2397.8,272.2,2125.6,11.6,17.4,34.8,208.5,625.5,1372.6,127.4,7.800,17.500,6.700,8.700,18.500,7.600,101.700,51.300,101.700,6.800,21.00,0.400,38.600
Kent County,1990,17842,1,7,3,42,126,328,31,538,53,9.900,485,90.100,3015.4,297.1,2718.3,5.6,39.2,16.8,235.4,706.2,1838.4,173.7,30.0,12.800,32.200,25.800,9.100,27.900,-51.600,125.800,-51.600,12.900,12.900,33.900,36.400
Kent County,1991,18134,0,5,5,49,135,270,14,478,59,12.300,419,87.700,2635.9,325.4,2310.6,0.0,27.6,27.6,270.2,744.5,1488.9,77.2,-11.200,11.300,-13.600,-12.600,9.500,-15.00,-100.0,-29.700,64.00,14.800,5.400,-19.00,-55.600
Kent County,1992,18312,0,1,3,60,143,306,20,533,64,12.00,469,88.00,2910.7,349.5,2561.2,0.0,5.5,16.4,327.7,780.9,1671.0,109.2,11.500,8.500,11.900,10.400,7.400,10.800,0.0,-80.200,-40.600,21.300,4.900,12.200,41.500
Kent County,1993,18550,0,5,9,71,155,278,23,541,85,15.700,456,84.300,2916.4,458.2,2458.2,0.0,27.0,48.5,382.7,835.6,1498.7,124.0,1.500,32.800,-2.800,0.200,31.100,-4.00,0.0,393.600,196.200,16.800,7.00,-10.300,13.500
Kent County,1994,18702,1,6,7,61,116,248,17,456,75,16.400,381,83.600,2438.2,401.0,2037.2,5.3,32.1,37.4,326.2,620.3,1326.1,90.9,-15.700,-11.800,-16.400,-16.400,-12.500,-17.100,534.700,19.00,-22.900,-14.800,-25.800,-11.500,-26.700
Kent County,1995,18820,0,6,2,77,126,321,31,563,85,15.100,478,84.900,2991.5,451.6,2539.9,0.0,31.9,10.6,409.1,669.5,1705.6,164.7,23.500,13.300,25.500,22.700,12.600,24.700,-100.0,-0.600,-71.600,25.400,7.900,28.600,81.200
Kent County,1996,18931,0,1,4,53,108,230,8,404,58,14.400,346,85.600,2134.1,306.4,1827.7,0.0,5.3,21.1,280.0,570.5,1214.9,42.3,-28.200,-31.800,-27.600,-28.700,-32.200,-28.00,0.0,-83.400,98.800,-31.600,-14.800,-28.800,-74.300
Kent County,1997,19012,1,4,7,44,113,208,19,396,56,14.100,340,85.900,2082.9,294.6,1788.3,5.3,21.0,36.8,231.4,594.4,1094.0,99.9,-2.00,-3.400,-1.700,-2.400,-3.900,-2.200,526.00,298.300,74.300,-17.300,4.200,-10.0,136.500
Kent County,1998,19220,0,7,3,29,135,274,28,476,39,8.200,437,91.800,2476.6,202.9,2273.7,0.0,36.4,15.6,150.9,702.4,1425.6,145.7,20.200,-30.400,28.500,18.900,-31.100,27.100,-100.0,73.100,-57.600,-34.800,18.200,30.300,45.800
Kent County,1999,19061,3,2,7,31,139,169,17,368,43,11.700,325,88.300,1930.6,225.6,1705.1,15.7,10.5,36.7,162.6,729.2,886.6,89.2,-22.700,10.300,-25.600,-22.00,11.200,-25.00,1573.900,-71.200,135.300,7.800,3.800,-37.800,-38.800
Kent County,2000,19197,0,3,14,41,141,196,13,408,58,14.200,350,85.800,2125.3,302.1,1823.2,0.0,15.6,72.9,213.6,734.5,1021.0,67.7,10.900,34.900,7.700,10.100,33.900,6.900,-100.0,48.900,98.600,31.300,0.700,15.200,-24.100
Kent County,2001,19482,0,7,10,43,112,209,19,400,60,15.00,340,85.00,2053.2,308.0,1745.2,0.0,35.9,51.3,220.7,574.9,1072.8,97.5,-2.00,3.400,-2.900,-3.400,1.900,-4.300,0.0,129.900,-29.600,3.300,-21.700,5.100,44.00
Kent County,2002,19783,0,8,16,66,117,281,20,508,90,17.700,418,82.300,2567.9,454.9,2112.9,0.0,40.4,80.9,333.6,591.4,1420.4,101.1,27.00,50.0,22.900,25.100,47.700,21.100,0.0,12.500,57.600,51.200,2.900,32.400,3.700
Kent County,2003,19795,0,7,10,61,77,196,21,372,78,21.00,294,79.00,1879.3,394.0,1485.2,0.0,35.4,50.5,308.2,389.0,990.1,106.1,-26.800,-13.300,-29.700,-26.800,-13.400,-29.700,0.0,-12.600,-37.500,-7.600,-34.200,-30.300,4.900
Kent County,2004,19856,0,3,8,47,140,211,29,438,58,13.200,380,86.800,2205.9,292.1,1913.8,0.0,15.1,40.3,236.7,705.1,1062.7,146.1,17.700,-25.600,29.300,17.400,-25.900,28.900,0.0,-57.300,-20.200,-23.200,81.300,7.300,37.700
Kent County,2005,19731,1,4,15,69,87,194,24,394,89,22.600,305,77.400,1996.9,451.1,1545.8,5.1,20.3,76.0,349.7,440.9,983.2,121.6,-10.0,53.400,-19.700,-9.500,54.400,-19.200,506.800,34.200,88.700,47.700,-37.500,-7.500,-16.700
Kent County,2006,19954,0,2,15,59,125,249,17,467,76,16.300,391,83.700,2340.4,380.9,1959.5,0.0,10.0,75.2,295.7,626.4,1247.9,85.2,18.500,-14.600,28.200,17.200,-15.600,26.800,-100.0,-50.600,-1.100,-15.400,42.100,26.900,-30.0
Kent County,2007,19926,0,2,11,67,141,201,12,434,80,18.400,354,81.600,2178.1,401.5,1776.6,0.0,10.0,55.2,336.2,707.6,1008.7,60.2,-7.100,5.300,-9.500,-6.900,5.400,-9.300,0.0,0.100,-26.600,13.700,13.00,-19.200,-29.300
Kent County,2008,19936,1,7,19,86,158,234,25,530,113,21.300,417,78.700,2658.5,566.8,2091.7,5.0,35.1,95.3,431.4,792.5,1173.8,125.4,22.100,41.300,17.800,22.100,41.200,17.700,501.600,249.800,72.600,28.300,12.00,16.400,108.200
Kent County,2009,20351,1,1,14,70,130,195,13,424,86,20.300,338,79.700,2083.4,422.6,1660.9,4.9,4.9,68.8,344.0,638.8,958.2,63.9,-20.0,-23.900,-18.900,-21.600,-25.400,-20.600,-2.00,-86.00,-27.800,-20.300,-19.400,-18.400,-49.100
Kent County,2010,20464,0,3,13,36,134,212,21,419,52,12.400,367,87.600,2047.5,254.1,1793.4,0.0,14.7,63.5,175.9,654.8,1036.0,102.6,-1.200,-39.500,8.600,-1.700,-39.900,8.00,-100.0,198.300,-7.700,-48.900,2.500,8.100,60.600
Kent County,2011,20388,0,3,9,53,165,209,16,455,65,14.300,390,85.700,2231.7,318.8,1912.9,0.0,14.7,44.1,260.0,809.3,1025.1,78.5,8.600,25.00,6.300,9.00,25.500,6.700,0.0,0.400,-30.500,47.800,23.600,-1.00,-23.500
Kent County,2012,20399,0,7,21,57,113,234,9,441,85,19.300,356,80.700,2161.9,416.7,1745.2,0.0,34.3,102.9,279.4,553.9,1147.1,44.1,-3.100,30.800,-8.700,-3.100,30.700,-8.800,0.0,133.200,133.200,7.500,-31.600,11.900,-43.800
Kent County,2013,20232,0,0,22,42,100,227,10,401,64,16.00,337,84.00,1982.0,316.3,1665.7,0.0,0.0,108.7,207.6,494.3,1122.0,49.4,-9.100,-24.700,-5.300,-8.300,-24.100,-4.600,0.0,-100.0,5.600,-25.700,-10.800,-2.200,12.00
Kent County,2014,19915,0,1,6,39,125,210,5,386,46,11.900,340,88.100,1938.2,231.0,1707.3,0.0,5.0,30.1,195.8,627.7,1054.5,25.1,-3.700,-28.100,0.900,-2.200,-27.00,2.500,0.0,502.100,-72.300,-5.700,27.00,-6.00,-49.200
Kent County,2015,19664,0,6,22,50,131,170,3,382,78,20.400,304,79.600,1942.6,396.7,1546.0,0.0,30.5,111.9,254.3,666.2,864.5,15.3,-1.00,69.600,-10.600,0.200,71.700,-9.400,0.0,507.700,271.300,29.800,6.100,-18.00,-39.200
Kent County,2016,19592,0,3,14,24,89,158,6,294,41,13.900,253,86.100,1500.6,209.3,1291.3,0.0,15.3,71.5,122.5,454.3,806.5,30.6,-23.00,-47.400,-16.800,-22.800,-47.200,-16.500,0.0,-49.800,-36.100,-51.800,-31.800,-6.700,100.700
Kent County,2017,19642,1,4,8,16,63,117,6,215,29,13.500,186,86.500,1094.6,147.6,947.0,5.1,20.4,40.7,81.5,320.7,595.7,30.5,-26.900,-29.300,-26.500,-27.100,-29.400,-26.700,509.100,33.00,-43.00,-33.500,-29.400,-26.100,-0.300
Kent County,2018,19116,0,5,5,17,37,108,2,174,27,15.500,147,84.500,910.2,141.2,769.0,0.0,26.2,26.2,88.9,193.6,565.0,10.5,-19.100,-6.900,-21.00,-16.800,-4.300,-18.800,0.0,28.400,-35.800,9.200,-39.700,-5.200,-65.700
Kent County,2019,19186,0,3,7,11,56,121,5,203,21,10.300,182,89.700,1058.1,109.5,948.6,0.0,15.6,36.5,57.3,291.9,630.7,26.1,16.700,-22.200,23.800,16.200,-22.500,23.400,0.0,-40.200,39.500,-35.500,50.800,11.600,149.100
Kent County,2020,19273,0,3,6,17,32,91,3,152,26,17.100,126,82.900,788.7,134.9,653.8,0.0,15.6,31.1,88.2,166.0,472.2,15.6,-25.100,23.800,-30.800,-25.500,23.300,-31.100,0.0,-0.500,-14.700,53.800,-43.100,-25.100,-40.300
Montgomery County,1975,571436,21,92,651,367,5860,17060,2029,26080,1131,4.300,24949,95.700,4563.9,197.9,4366.0,3.7,16.1,113.9,64.2,1025.5,2985.5,355.1,,,,,,,,,,,,,
Montgomery County,1976,570275,28,96,638,360,5584,15999,1655,24360,1122,4.600,23238,95.400,4271.6,196.7,4074.9,4.9,16.8,111.9,63.1,979.2,2805.5,290.2,-6.600,-0.800,-6.900,-6.400,-0.600,-6.700,33.600,4.600,-1.800,-1.700,-4.500,-6.00,-18.300
Montgomery County,1977,575310,15,120,520,462,5766,16184,1739,24806,1117,4.500,23689,95.500,4311.8,194.2,4117.6,2.6,20.9,90.4,80.3,1002.2,2813.1,302.3,1.800,-0.400,1.900,0.900,-1.300,1.00,-46.900,23.900,-19.200,27.200,2.400,0.300,4.200
Montgomery County,1978,582458,12,122,595,598,5932,17044,1731,26034,1327,5.100,24707,94.900,4469.7,227.8,4241.9,2.1,20.9,102.2,102.7,1018.4,2926.2,297.2,5.00,18.800,4.300,3.700,17.300,3.00,-21.00,0.400,13.00,27.800,1.600,4.00,-1.700
Montgomery County,1979,576776,17,137,606,670,6522,20127,2163,30242,1430,4.700,28812,95.300,5243.3,247.9,4995.4,2.9,23.8,105.1,116.2,1130.8,3489.6,375.0,16.200,7.800,16.600,17.300,8.800,17.800,43.100,13.400,2.900,13.100,11.00,19.300,26.200
Montgomery County,1980,574093,17,151,852,553,8348,19615,1938,31474,1573,5.00,29901,95.00,5482.4,274.0,5208.4,3.0,26.3,148.4,96.3,1454.1,3416.7,337.6,4.100,10.0,3.800,4.600,10.500,4.300,0.500,10.700,41.300,-17.100,28.600,-2.100,-10.0
Montgomery County,1981,583513,13,167,955,733,7135,19958,2000,30961,1868,6.00,29093,94.00,5306.0,320.1,4985.8,2.2,28.6,163.7,125.6,1222.8,3420.3,342.8,-1.600,18.800,-2.700,-3.200,16.800,-4.300,-24.800,8.800,10.300,30.400,-15.900,0.100,1.500
Montgomery County,1982,584061,20,173,729,879,5960,18052,1687,27500,1801,6.500,25699,93.500,4708.4,308.4,4400.1,3.4,29.6,124.8,150.5,1020.4,3090.8,288.8,-11.200,-3.600,-11.700,-11.300,-3.700,-11.700,53.700,3.500,-23.700,19.800,-16.500,-9.600,-15.700
Montgomery County,1983,589400,16,132,665,716,5047,15391,1401,23368,1529,6.500,21839,93.500,3964.7,259.4,3705.3,2.7,22.4,112.8,121.5,856.3,2611.3,237.7,-15.00,-15.100,-15.00,-15.800,-15.900,-15.800,-20.700,-24.400,-9.600,-19.300,-16.100,-15.500,-17.700
Montgomery County,1984,605398,14,146,636,845,5112,15899,1601,24253,1641,6.800,22612,93.200,4006.1,271.1,3735.1,2.3,24.1,105.1,139.6,844.4,2626.2,264.5,3.800,7.300,3.500,1.00,4.500,0.800,-14.800,7.700,-6.900,14.900,-1.400,0.600,11.300
Montgomery County,1985,630126,12,127,728,892,5430,17007,1986,26182,1759,6.700,24423,93.300,4155.0,279.2,3875.9,1.9,20.2,115.5,141.6,861.7,2699.0,315.2,8.00,7.200,8.00,3.700,3.00,3.800,-17.600,-16.400,10.0,1.400,2.100,2.800,19.200
Montgomery County,1986,640356,8,145,695,900,5010,18056,2291,27105,1748,6.400,25357,93.600,4232.8,273.0,3959.8,1.2,22.6,108.5,140.5,782.4,2819.7,357.8,3.500,-0.600,3.800,1.900,-2.200,2.200,-34.400,12.300,-6.100,-0.700,-9.200,4.500,13.500
Montgomery County,1987,675886,17,173,738,928,5338,18950,2640,28784,1856,6.400,26928,93.600,4258.7,274.6,3984.1,2.5,25.6,109.2,137.3,789.8,2803.7,390.6,6.200,6.200,6.200,0.600,0.600,0.600,101.300,13.00,0.600,-2.300,0.900,-0.600,9.200
Montgomery County,1988,702535,19,184,812,973,5529,19887,3218,30622,1988,6.500,28634,93.500,4358.8,283.0,4075.8,2.7,26.2,115.6,138.5,787.0,2830.7,458.1,6.400,7.100,6.300,2.400,3.00,2.300,7.500,2.300,5.900,0.900,-0.400,1.00,17.300
Montgomery County,1989,715912,21,200,866,900,4505,18204,3010,27706,1987,7.200,25719,92.800,3870.0,277.5,3592.5,2.9,27.9,121.0,125.7,629.3,2542.8,420.4,-9.500,-0.100,-10.200,-11.200,-1.900,-11.900,8.500,6.700,4.700,-9.200,-20.0,-10.200,-8.200
Montgomery County,1990,757027,25,204,863,1106,4973,20295,3023,30489,2198,7.200,28291,92.800,4027.5,290.3,3737.1,3.3,26.9,114.0,146.1,656.9,2680.9,399.3,10.0,10.600,10.0,4.100,4.600,4.00,12.600,-3.500,-5.800,16.200,4.400,5.400,-5.00
Montgomery County,1991,769456,26,220,1045,1281,5263,23538,3378,34751,2572,7.400,32179,92.600,4516.3,334.3,4182.0,3.4,28.6,135.8,166.5,684.0,3059.0,439.0,14.00,17.00,13.700,12.100,15.100,11.900,2.300,6.100,19.100,14.00,4.100,14.100,9.900
Montgomery County,1992,777056,21,189,993,1296,4971,22821,3134,33425,2499,7.500,30926,92.500,4301.5,321.6,3979.9,2.7,24.3,127.8,166.8,639.7,2936.9,403.3,-3.800,-2.800,-3.900,-4.800,-3.800,-4.800,-20.0,-14.900,-5.900,0.200,-6.500,-4.00,-8.100
Montgomery County,1993,788643,30,212,903,1135,4648,21878,3159,31965,2280,7.100,29685,92.900,4053.2,289.1,3764.1,3.8,26.9,114.5,143.9,589.4,2774.1,400.6,-4.400,-8.800,-4.00,-5.800,-10.100,-5.400,40.800,10.500,-10.400,-13.700,-7.900,-5.500,-0.700
Montgomery County,1994,795132,34,199,937,1145,4625,23696,3370,34006,2315,6.800,31691,93.200,4276.8,291.1,3985.6,4.3,25.0,117.8,144.0,581.7,2980.1,423.8,6.400,1.500,6.800,5.500,0.700,5.900,12.400,-6.900,2.900,0.100,-1.300,7.400,5.800
Montgomery County,1995,808499,21,222,1088,1190,4817,24307,3388,35033,2521,7.200,32512,92.800,4333.1,311.8,4021.3,2.6,27.5,134.6,147.2,595.8,3006.4,419.0,3.00,8.900,2.600,1.300,7.100,0.900,-39.300,9.700,14.200,2.200,2.400,0.900,-1.100
Montgomery County,1996,813307,13,160,1038,1075,4670,24449,3329,34734,2286,6.600,32448,93.400,4270.7,281.1,3989.6,1.6,19.7,127.6,132.2,574.2,3006.1,409.3,-0.900,-9.300,-0.200,-1.400,-9.900,-0.800,-38.500,-28.400,-5.200,-10.200,-3.600,0.0,-2.300
Montgomery County,1997,822028,23,189,913,1171,4144,23014,3226,32680,2296,7.00,30384,93.00,3975.5,279.3,3696.2,2.8,23.0,111.1,142.5,504.1,2799.7,392.4,-5.900,0.400,-6.400,-6.900,-0.600,-7.400,75.00,16.900,-13.00,7.800,-12.200,-6.900,-4.100
Montgomery County,1998,833420,13,167,796,1038,4218,22044,2815,31091,2014,6.500,29077,93.500,3730.5,241.7,3488.9,1.6,20.0,95.5,124.5,506.1,2645.0,337.8,-4.900,-12.300,-4.300,-6.200,-13.500,-5.600,-44.300,-12.800,-14.00,-12.600,0.400,-5.500,-13.900
Montgomery County,1999,846910,13,136,713,830,3873,19017,2667,27249,1692,6.200,25557,93.800,3217.5,199.8,3017.7,1.5,16.1,84.2,98.0,457.3,2245.5,314.9,-12.400,-16.00,-12.100,-13.800,-17.300,-13.500,-1.600,-19.900,-11.900,-21.300,-9.600,-15.100,-6.800
Montgomery County,2000,873341,12,177,813,871,3777,18990,2904,27544,1873,6.800,25671,93.200,3153.9,214.5,2939.4,1.4,20.3,93.1,99.7,432.5,2174.4,332.5,1.100,10.700,0.400,-2.00,7.300,-2.600,-10.500,26.200,10.600,1.800,-5.400,-3.200,5.600
Montgomery County,2001,886314,19,146,895,912,3707,18970,3353,28002,1972,7.00,26030,93.00,3159.4,222.5,2936.9,2.1,16.5,101.0,102.9,418.2,2140.3,378.3,1.700,5.300,1.400,0.200,3.700,-0.100,56.00,-18.700,8.500,3.200,-3.300,-1.600,13.800
Montgomery County,2002,899994,32,145,977,950,3996,19733,3958,29791,2104,7.100,27687,92.900,3310.1,233.8,3076.4,3.6,16.1,108.6,105.6,444.0,2192.6,439.8,6.400,6.700,6.400,4.800,5.100,4.700,65.900,-2.200,7.500,2.600,6.200,2.400,16.200
Montgomery County,2003,918624,23,148,1076,1015,4273,18468,3676,28679,2262,7.900,26417,92.100,3122.0,246.2,2875.7,2.5,16.1,117.1,110.5,465.2,2010.4,400.2,-3.700,7.500,-4.600,-5.700,5.300,-6.500,-29.600,0.0,7.900,4.700,4.800,-8.300,-9.00
Montgomery County,2004,927079,18,149,856,1037,3893,16083,2730,24766,2060,8.300,22706,91.700,2671.4,222.2,2449.2,1.9,16.1,92.3,111.9,419.9,1734.8,294.5,-13.600,-8.900,-14.00,-14.400,-9.800,-14.800,-22.500,-0.200,-21.200,1.200,-9.700,-13.700,-26.400
Montgomery County,2005,928710,21,157,1109,909,3729,16509,2671,25105,2196,8.700,22909,91.300,2703.2,236.5,2466.8,2.3,16.9,119.4,97.9,401.5,1777.6,287.6,1.400,6.600,0.900,1.200,6.400,0.700,16.500,5.200,29.300,-12.500,-4.400,2.500,-2.300
Montgomery County,2006,930123,19,145,1261,879,3932,17466,2640,26342,2304,8.700,24038,91.300,2832.1,247.7,2584.4,2.0,15.6,135.6,94.5,422.7,1877.8,283.8,4.900,4.900,4.900,4.800,4.800,4.800,-9.700,-7.800,13.500,-3.400,5.300,5.600,-1.300
Montgomery County,2007,932846,20,133,1189,865,3708,18181,2634,26730,2207,8.300,24523,91.700,2865.4,236.6,2628.8,2.1,14.3,127.5,92.7,397.5,1949.0,282.4,1.500,-4.200,2.00,1.200,-4.500,1.700,5.00,-8.500,-6.00,-1.900,-6.00,3.800,-0.500
Montgomery County,2008,943025,21,136,1192,882,3760,19678,2384,28053,2231,8.00,25822,92.00,2974.8,236.6,2738.2,2.2,14.4,126.4,93.5,398.7,2086.7,252.8,4.900,1.100,5.300,3.800,0.0,4.200,3.900,1.200,-0.800,0.900,0.300,7.100,-10.500
Montgomery County,2009,963898,13,130,1062,957,3142,19106,1824,26234,2162,8.200,24072,91.800,2721.7,224.3,2497.4,1.3,13.5,110.2,99.3,326.0,1982.2,189.2,-6.500,-3.100,-6.800,-8.500,-5.200,-8.800,-39.400,-6.500,-12.800,6.200,-18.200,-5.00,-25.100
Montgomery County,2010,987166,16,123,975,683,3486,15830,1530,22643,1797,7.900,20846,92.100,2293.7,182.0,2111.7,1.6,12.5,98.8,69.2,353.1,1603.6,155.0,-13.700,-16.900,-13.400,-15.700,-18.800,-15.400,20.200,-7.600,-10.400,-30.300,8.300,-19.100,-18.100
Montgomery County,2011,980991,15,115,878,681,3203,14046,1278,20216,1689,8.400,18527,91.600,2060.8,172.2,1888.6,1.5,11.7,89.5,69.4,326.5,1431.8,130.3,-10.700,-6.00,-11.100,-10.200,-5.400,-10.600,-5.700,-5.900,-9.400,0.300,-7.500,-10.700,-15.900
Montgomery County,2012,999353,14,106,878,876,2685,13636,1073,19268,1874,9.700,17394,90.300,1928.0,187.5,1740.5,1.4,10.6,87.9,87.7,268.7,1364.5,107.4,-4.700,11.00,-6.100,-6.400,8.900,-7.800,-8.400,-9.500,-1.800,26.300,-17.700,-4.700,-17.600
Montgomery County,2013,1016455,9,135,812,813,2728,12628,913,18038,1769,9.800,16269,90.200,1774.6,174.0,1600.6,0.9,13.3,79.9,80.0,268.4,1242.4,89.8,-6.400,-5.600,-6.500,-8.00,-7.200,-8.00,-36.800,25.200,-9.100,-8.800,-0.100,-9.00,-16.300
Montgomery County,2014,1029182,18,125,661,934,2442,13542,753,18475,1738,9.400,16737,90.600,1795.1,168.9,1626.2,1.7,12.1,64.2,90.8,237.3,1315.8,73.2,2.400,-1.800,2.900,1.200,-3.00,1.600,97.500,-8.600,-19.600,13.500,-11.600,5.900,-18.500
Montgomery County,2015,1041345,29,275,641,1087,1946,13820,768,18566,2032,10.900,16534,89.100,1782.9,195.1,1587.8,2.8,26.4,61.6,104.4,186.9,1327.1,73.8,0.500,16.900,-1.200,-0.700,15.600,-2.400,59.200,117.400,-4.200,15.00,-21.200,0.900,0.800
Montgomery County,2016,1047303,15,338,698,783,1961,12776,872,17443,1834,10.500,15609,89.500,1665.5,175.1,1490.4,1.4,32.3,66.6,74.8,187.2,1219.9,83.3,-6.00,-9.700,-5.600,-6.600,-10.300,-6.100,-48.600,22.200,8.300,-28.400,0.200,-8.100,12.900
Montgomery County,2017,1054933,26,319,737,805,1658,13449,828,17822,1887,10.600,15935,89.400,1689.4,178.9,1510.5,2.5,30.2,69.9,76.3,157.2,1274.9,78.5,2.200,2.900,2.100,1.400,2.100,1.400,72.100,-6.300,4.800,2.100,-16.100,4.500,-5.700
Montgomery County,2018,1062595,20,421,582,840,1449,12029,784,16125,1863,11.600,14262,88.400,1517.5,175.3,1342.2,1.9,39.6,54.8,79.1,136.4,1132.0,73.8,-9.500,-1.300,-10.500,-10.200,-2.00,-11.100,-23.600,31.00,-21.600,3.600,-13.200,-11.200,-6.00
Montgomery County,2019,1057224,14,388,580,853,1425,12548,888,16696,1835,11.00,14861,89.00,1579.2,173.6,1405.7,1.3,36.7,54.9,80.7,134.8,1186.9,84.0,3.500,-1.500,4.200,4.100,-1.00,4.700,-29.600,-7.400,0.200,2.100,-1.200,4.800,13.800
Montgomery County,2020,1055918,18,370,460,912,1300,12397,1137,16594,1760,10.600,14834,89.400,1571.5,166.7,1404.8,1.7,35.0,43.6,86.4,123.1,1174.0,107.7,-0.600,-4.100,-0.200,-0.500,-4.00,-0.100,28.700,-4.500,-20.600,7.00,-8.700,-1.100,28.200
Prince George's County,1975,680363,52,288,2445,2024,11342,27861,4722,48734,4809,9.900,43925,90.100,7162.9,706.8,6456.1,7.6,42.3,359.4,297.5,1667.1,4095.0,694.0,,,,,,,,,,,,,
Prince George's County,1976,685948,38,308,2205,1962,11448,27030,4172,47163,4513,9.600,42650,90.400,6875.6,657.9,6217.7,5.5,44.9,321.5,286.0,1668.9,3940.5,608.2,-3.200,-6.200,-2.900,-4.00,-6.900,-3.700,-27.500,6.100,-10.600,-3.900,0.100,-3.800,-12.400
Prince George's County,1977,675500,54,297,2204,1915,11939,26629,3521,46559,4470,9.600,42089,90.400,6892.5,661.7,6230.8,8.0,44.0,326.3,283.5,1767.4,3942.1,521.2,-1.300,-1.00,-1.300,0.200,0.600,0.200,44.300,-2.100,1.500,-0.900,5.900,0.0,-14.300
Prince George's County,1978,671342,37,349,2295,2022,12325,26254,4044,47326,4703,9.900,42623,90.100,7049.5,700.5,6348.9,5.5,52.0,341.9,301.2,1835.9,3910.7,602.4,1.600,5.200,1.300,2.300,5.900,1.900,-31.100,18.200,4.800,6.200,3.900,-0.800,15.600
