jurisdiction,year,population,murder,rape,robbery,agg_assault,b_e,larceny_theft,m_v_theft,grand_total,violent_crime_total,violent_crime_percent,property_crime_totals,property_crime_percent,overall_crime_rate_per_100_000_people,violent_crime_rate_per_100_000_people,property_crime_rate_per_100_000_people,murder_per_100_000_people,rape_per_100_000_people,robbery_per_100_000_people,agg_assault_per_100_000_people,b_e_per_100_000_people,larceny_theft_per_100_000_people,m_v_theft_per_100_000_people,percent_change,violent_crime_percent_change,property_crime_percent_change,overall_percent_change_per_100_000_people,violent_crime_rate_percent_change_per_100_000_people,property_crime_rate_percent_change_per_100_000_people,murder_rate_percent_change_per_100_000_people,rape_rate_percent_change_per_100_000_people,robbery_rate_percent_change_per_100_000_people,agg_assault_rate_percent_change_per_100_000_people,b_e_rate_percent_change_per_100_000_people,larceny_theft_rate_percent_change_per_100_000_people,m_v_theft_rate_percent_change_per_100_000_people
Carroll County,1995,137424,1,30,47,186,656,2422,184,3526,264,7.500,3262,92.500,2565.8,192.1,2373.7,0.7,21.8,34.2,135.3,477.4,1762.4,133.9,5.400,2.700,5.600,1.900,-0.700,2.100,-51.700,7.400,-9.200,1.00,-6.900,4.600,5.200
Carroll County,1996,138238,1,30,63,268,654,2251,170,3437,362,10.500,3075,89.500,2486.3,261.9,2224.4,0.7,21.7,45.6,193.9,473.1,1628.4,123.0,-2.500,37.100,-5.700,-3.100,36.300,-6.300,-0.600,-0.600,33.300,43.200,-0.900,-7.600,-8.200
Carroll County,1997,138835,3,33,58,204,803,2336,170,3607,298,8.300,3309,91.700,2598.0,214.6,2383.4,2.2,23.8,41.8,146.9,578.4,1682.6,122.4,4.900,-17.700,7.600,4.500,-18.00,7.100,198.700,9.500,-8.300,-24.200,22.300,3.300,-0.400
Carroll County,1998,148119,2,38,64,190,805,2480,181,3760,294,7.800,3466,92.200,2538.5,198.5,2340.0,1.4,25.7,43.2,128.3,543.5,1674.3,122.2,4.200,-1.300,4.700,-2.300,-7.500,-1.800,-37.500,7.900,3.400,-12.700,-6.00,-0.500,-0.200
Carroll County,1999,150771,2,33,56,190,676,2251,165,3373,281,8.300,3092,91.700,2237.2,186.4,2050.8,1.3,21.9,37.1,126.0,448.4,1493.0,109.4,-10.300,-4.400,-10.800,-11.900,-6.100,-12.400,-1.800,-14.700,-14.00,-1.800,-17.500,-10.800,-10.400
Carroll County,2000,150897,1,36,58,338,655,2275,142,3505,433,12.400,3072,87.600,2322.8,287.0,2035.8,0.7,23.9,38.4,224.0,434.1,1507.7,94.1,3.900,54.100,-0.600,3.800,54.00,-0.700,-50.0,9.00,3.500,77.700,-3.200,1.00,-14.00
Carroll County,2001,153138,0,33,52,268,620,2020,149,3142,353,11.200,2789,88.800,2051.7,230.5,1821.2,0.0,21.5,34.0,175.0,404.9,1319.1,97.3,-10.400,-18.500,-9.200,-11.700,-19.700,-10.500,-100.0,-9.700,-11.700,-21.900,-6.700,-12.500,3.400
Carroll County,2002,155503,5,31,50,305,527,1948,135,3001,391,13.00,2610,87.00,1929.9,251.4,1678.4,3.2,19.9,32.2,196.1,338.9,1252.7,86.8,-4.500,10.800,-6.400,-5.900,9.100,-7.800,321.500,-7.500,-5.300,12.100,-16.300,-5.00,-10.800
Carroll County,2003,160504,2,42,39,321,526,1907,143,2980,404,13.600,2576,86.400,1856.7,251.7,1604.9,1.2,26.2,24.3,200.0,327.7,1188.1,89.1,-0.700,3.300,-1.300,-3.800,0.100,-4.400,-61.200,31.300,-24.400,2.00,-3.300,-5.200,2.600
Carroll County,2004,164663,0,47,48,320,456,1878,151,2900,415,14.300,2485,85.700,1761.2,252.0,1509.1,0.0,28.5,29.2,194.3,276.9,1140.5,91.7,-2.700,2.700,-3.500,-5.100,0.100,-6.00,-100.0,9.100,20.0,-2.800,-15.500,-4.00,2.900
Carroll County,2005,167424,2,29,36,333,522,2085,170,3177,400,12.600,2777,87.400,1897.6,238.9,1658.7,1.2,17.3,21.5,198.9,311.8,1245.3,101.5,9.600,-3.600,11.800,7.700,-5.200,9.900,119.500,-39.300,-26.200,2.300,12.600,9.200,10.700
Carroll County,2006,169003,1,24,56,293,562,2016,127,3079,374,12.100,2705,87.900,1821.9,221.3,1600.6,0.6,14.2,33.1,173.4,332.5,1192.9,75.1,-3.100,-6.500,-2.600,-4.00,-7.400,-3.500,-50.500,-18.00,54.100,-12.800,6.700,-4.200,-26.00
Carroll County,2007,171843,1,31,38,289,611,2007,133,3110,359,11.500,2751,88.500,1809.8,208.9,1600.9,0.6,18.0,22.1,168.2,355.6,1167.9,77.4,1.00,-4.00,1.700,-0.700,-5.600,0.0,-1.700,27.00,-33.300,-3.00,6.900,-2.100,3.00
Carroll County,2008,170347,1,21,40,298,597,2172,124,3253,360,11.100,2893,88.900,1909.6,211.3,1698.3,0.6,12.3,23.5,174.9,350.5,1275.0,72.8,4.600,0.300,5.200,5.500,1.200,6.100,0.900,-31.700,6.200,4.00,-1.400,9.200,-5.900
Carroll County,2009,172300,2,29,47,315,567,2055,102,3117,393,12.600,2724,87.400,1809.1,228.1,1581.0,1.2,16.8,27.3,182.8,329.1,1192.7,59.2,-4.200,9.200,-5.800,-5.300,7.900,-6.900,97.700,36.500,16.200,4.500,-6.100,-6.500,-18.700
Carroll County,2010,173047,4,36,40,269,523,2085,104,3061,349,11.400,2712,88.600,1768.9,201.7,1567.2,2.3,20.8,23.1,155.4,302.2,1204.9,60.1,-1.800,-11.200,-0.400,-2.200,-11.600,-0.900,99.100,23.600,-15.300,-15.00,-8.200,1.00,1.500
Carroll County,2011,168719,1,26,40,189,517,1856,94,2723,256,9.400,2467,90.600,1613.9,151.7,1462.2,0.6,15.4,23.7,112.0,306.4,1100.1,55.7,-11.00,-26.600,-9.00,-8.800,-24.800,-6.700,-74.400,-25.900,2.600,-27.900,1.400,-8.700,-7.300
Carroll County,2012,168903,3,19,47,237,689,1948,84,3027,306,10.100,2721,89.900,1792.2,181.2,1611.0,1.8,11.2,27.8,140.3,407.9,1153.3,49.7,11.200,19.500,10.300,11.00,19.400,10.200,199.700,-27.00,17.400,25.300,33.100,4.800,-10.700
Carroll County,2013,167529,4,30,33,275,542,1735,65,2684,342,12.700,2342,87.300,1602.1,204.1,1398.0,2.4,17.9,19.7,164.2,323.5,1035.6,38.8,-11.300,11.800,-13.900,-10.600,12.700,-13.200,34.400,59.200,-29.200,17.00,-20.700,-10.200,-22.00
Carroll County,2014,167966,2,19,42,304,536,1641,49,2593,367,14.200,2226,85.800,1543.8,218.5,1325.3,1.2,11.3,25.0,181.0,319.1,977.0,29.2,-3.400,7.300,-5.00,-3.600,7.00,-5.200,-50.100,-36.800,26.900,10.300,-1.400,-5.700,-24.800
Carroll County,2015,167468,0,33,48,150,414,1578,52,2275,231,10.200,2044,89.800,1358.5,137.9,1220.5,0.0,19.7,28.7,89.6,247.2,942.3,31.1,-12.300,-37.100,-8.200,-12.00,-36.900,-7.900,-100.0,74.200,14.600,-50.500,-22.500,-3.600,6.400
Carroll County,2016,166742,2,21,55,178,352,1584,65,2257,256,11.300,2001,88.700,1353.6,153.5,1200.1,1.2,12.6,33.0,106.8,211.1,950.0,39.0,-0.800,10.800,-2.100,-0.400,11.300,-1.700,119.900,-36.100,15.100,19.200,-14.600,0.800,25.500
Carroll County,2017,167630,0,38,22,263,328,1551,82,2284,323,14.100,1961,85.900,1362.5,192.7,1169.8,0.0,22.7,13.1,156.9,195.7,925.3,48.9,1.200,26.200,-2.00,0.700,25.500,-2.500,-100.0,80.0,-60.200,47.00,-7.300,-2.600,25.500
Carroll County,2018,166519,1,33,45,196,216,1358,93,1942,275,14.200,1667,85.800,1166.2,165.1,1001.1,0.6,19.8,27.0,117.7,129.7,815.5,55.8,-15.00,-14.900,-15.00,-14.400,-14.300,-14.400,60.100,-12.600,105.900,-25.00,-33.700,-11.900,14.200
Carroll County,2019,167742,1,37,29,181,213,1311,72,1844,248,13.400,1596,86.600,1099.3,147.8,951.5,0.6,22.1,17.3,107.9,127.0,781.6,42.9,-5.00,-9.800,-4.300,-5.700,-10.500,-5.00,-0.700,11.300,-36.00,-8.300,-2.100,-4.200,-23.100
Carroll County,2020,168032,5,36,19,127,164,974,48,1373,187,13.600,1186,86.400,817.1,111.3,705.8,3.0,21.4,11.3,75.6,97.6,579.7,28.6,-25.500,-24.600,-25.700,-25.700,-24.700,-25.800,399.100,-2.900,-34.600,-30.0,-23.100,-25.800,-33.400
Cecil County,1975,53726,2,18,27,185,836,1180,145,2393,232,9.700,2161,90.300,4454.1,431.8,4022.3,3.7,33.5,50.3,344.3,1556.0,2196.3,269.9,,,,,,,,,,,,,
Cecil County,1976,56320,3,16,32,155,762,1291,158,2417,206,8.500,2211,91.500,4291.5,365.8,3925.8,5.3,28.4,56.8,275.2,1353.0,2292.3,280.5,1.00,-11.200,2.300,-3.600,-15.300,-2.400,43.100,-15.200,13.100,-20.100,-13.00,4.400,3.900
Cecil County,1977,54901,4,14,22,157,706,1116,138,2157,197,9.100,1960,90.900,3928.9,358.8,3570.1,7.3,25.5,40.1,286.0,1286.0,2032.7,251.4,-10.800,-4.400,-11.400,-8.500,-1.900,-9.100,36.800,-10.200,-29.500,3.900,-5.00,-11.300,-10.400
Cecil County,1978,55194,1,13,24,141,637,1046,144,2006,179,8.900,1827,91.100,3634.5,324.3,3310.1,1.8,23.6,43.5,255.5,1154.1,1895.1,260.9,-7.00,-9.100,-6.800,-7.500,-9.600,-7.300,-75.100,-7.600,8.500,-10.700,-10.300,-6.800,3.800
Cecil County,1979,56486,2,9,28,261,645,1283,175,2403,300,12.500,2103,87.500,4254.2,531.1,3723.0,3.5,15.9,49.6,462.1,1141.9,2271.4,309.8,19.800,67.600,15.100,17.100,63.800,12.500,95.400,-32.400,14.00,80.900,-1.100,19.900,18.700
Cecil County,1980,60113,6,9,29,245,653,1305,143,2390,289,12.100,2101,87.900,3975.8,480.8,3495.1,10.0,15.0,48.2,407.6,1086.3,2170.9,237.9,-0.500,-3.700,-0.100,-6.500,-9.500,-6.100,181.900,-6.00,-2.700,-11.800,-4.900,-4.400,-23.200
Cecil County,1981,61099,4,11,25,226,803,1328,175,2572,266,10.300,2306,89.700,4209.6,435.4,3774.2,6.5,18.0,40.9,369.9,1314.3,2173.5,286.4,7.600,-8.00,9.800,5.900,-9.400,8.00,-34.400,20.200,-15.200,-9.200,21.00,0.100,20.400
Cecil County,1982,61157,1,12,25,212,603,1386,134,2373,250,10.500,2123,89.500,3880.2,408.8,3471.4,1.6,19.6,40.9,346.6,986.0,2266.3,219.1,-7.700,-6.00,-7.900,-7.800,-6.100,-8.00,-75.00,9.00,-0.100,-6.300,-25.00,4.300,-23.500
Cecil County,1983,61713,1,13,23,236,535,1277,146,2231,273,12.200,1958,87.800,3615.1,442.4,3172.8,1.6,21.1,37.3,382.4,866.9,2069.3,236.6,-6.00,9.200,-7.800,-6.800,8.200,-8.600,-0.900,7.400,-8.800,10.300,-12.100,-8.700,8.00
Cecil County,1984,64216,2,18,13,262,484,1135,154,2068,295,14.300,1773,85.700,3220.4,459.4,2761.0,3.1,28.0,20.2,408.0,753.7,1767.5,239.8,-7.300,8.100,-9.400,-10.900,3.800,-13.00,92.200,33.100,-45.700,6.700,-13.100,-14.600,1.400
Cecil County,1985,66143,3,30,22,285,513,1070,176,2099,340,16.200,1759,83.800,3173.4,514.0,2659.4,4.5,45.4,33.3,430.9,775.6,1617.7,266.1,1.500,15.300,-0.800,-1.500,11.900,-3.700,45.600,61.800,64.300,5.600,2.900,-8.500,11.00
Cecil County,1986,67238,1,22,15,298,543,1160,129,2168,336,15.500,1832,84.500,3224.4,499.7,2724.6,1.5,32.7,22.3,443.2,807.6,1725.2,191.9,3.300,-1.200,4.200,1.600,-2.800,2.500,-67.200,-27.900,-32.900,2.900,4.100,6.600,-27.900
Cecil County,1987,68584,4,18,31,304,697,1134,177,2365,357,15.100,2008,84.900,3448.3,520.5,2927.8,5.8,26.2,45.2,443.3,1016.3,1653.4,258.1,9.100,6.300,9.600,6.900,4.200,7.500,292.100,-19.800,102.600,0.0,25.800,-4.200,34.500
Cecil County,1988,70868,2,14,31,259,677,1185,170,2338,306,13.100,2032,86.900,3299.1,431.8,2867.3,2.8,19.8,43.7,365.5,955.3,1672.1,239.9,-1.100,-14.300,1.200,-4.300,-17.00,-2.100,-51.600,-24.700,-3.200,-17.500,-6.00,1.100,-7.100
Cecil County,1989,72922,3,19,28,323,635,1285,204,2497,373,14.900,2124,85.100,3424.2,511.5,2912.7,4.1,26.1,38.4,442.9,870.8,1762.2,279.8,6.800,21.900,4.500,3.800,18.500,1.600,45.800,31.900,-12.200,21.200,-8.800,5.400,16.600
Cecil County,1990,71347,3,20,32,357,727,1458,216,2813,412,14.600,2401,85.400,3942.7,577.5,3365.2,4.2,28.0,44.9,500.4,1019.0,2043.5,302.7,12.700,10.500,13.00,15.100,12.900,15.500,2.200,7.600,16.800,13.00,17.00,16.00,8.200
Cecil County,1991,72516,2,9,27,356,757,1651,191,2993,394,13.200,2599,86.800,4127.4,543.3,3584.0,2.8,12.4,37.2,490.9,1043.9,2276.7,263.4,6.400,-4.400,8.200,4.700,-5.900,6.500,-34.400,-55.700,-17.00,-1.900,2.400,11.400,-13.00
Cecil County,1992,73230,0,23,29,319,647,1521,199,2738,371,13.600,2367,86.400,3738.9,506.6,3232.3,0.0,31.4,39.6,435.6,883.5,2077.0,271.7,-8.500,-5.800,-8.900,-9.400,-6.800,-9.800,-100.0,153.100,6.400,-11.300,-15.400,-8.800,3.200
Cecil County,1993,75723,5,13,33,330,629,1435,167,2612,381,14.600,2231,85.400,3449.4,503.1,2946.3,6.6,17.2,43.6,435.8,830.7,1895.1,220.5,-4.600,2.700,-5.700,-7.700,-0.700,-8.800,660.300,-45.300,10.0,0.0,-6.00,-8.800,-18.800
Cecil County,1994,76343,2,18,30,306,499,1242,160,2257,356,15.800,1901,84.200,2956.4,466.3,2490.1,2.6,23.6,39.3,400.8,653.6,1626.9,209.6,-13.600,-6.600,-14.800,-14.300,-7.300,-15.500,-60.300,37.300,-9.800,-8.00,-21.300,-14.200,-5.00
Cecil County,1995,77589,2,11,31,287,555,1620,176,2682,331,12.300,2351,87.700,3456.7,426.6,3030.1,2.6,14.2,40.0,369.9,715.3,2087.9,226.8,18.800,-7.00,23.700,16.900,-8.500,21.700,-1.600,-39.900,1.700,-7.700,9.400,28.300,8.200
Cecil County,1996,78048,2,13,37,321,587,1444,140,2544,373,14.700,2171,85.300,3259.5,477.9,2781.6,2.6,16.7,47.4,411.3,752.1,1850.1,179.4,-5.100,12.700,-7.700,-5.700,12.00,-8.200,-0.600,17.500,18.700,11.200,5.100,-11.400,-20.900
Cecil County,1997,78384,1,16,56,327,607,1524,173,2704,400,14.800,2304,85.200,3449.7,510.3,2939.4,1.3,20.4,71.4,417.2,774.4,1944.3,220.7,6.300,7.200,6.100,5.800,6.800,5.700,-50.200,22.500,50.700,1.400,3.00,5.100,23.00
Cecil County,1998,81418,5,28,48,382,763,1657,126,3009,463,15.400,2546,84.600,3695.7,568.7,3127.1,6.1,34.4,59.0,469.2,937.1,2035.2,154.8,11.300,15.800,10.500,7.100,11.400,6.400,381.400,68.500,-17.500,12.500,21.00,4.700,-29.900
Cecil County,1999,83114,0,22,37,395,693,1666,153,2966,454,15.300,2512,84.700,3568.6,546.2,3022.4,0.0,26.5,44.5,475.3,833.8,2004.5,184.1,-1.400,-1.900,-1.300,-3.400,-3.900,-3.300,-100.0,-23.00,-24.500,1.300,-11.00,-1.500,19.00
Cecil County,2000,85951,1,16,50,389,651,1686,194,2987,456,15.300,2531,84.700,3475.2,530.5,2944.7,1.2,18.6,58.2,452.6,757.4,1961.6,225.7,0.700,0.400,0.800,-2.600,-2.900,-2.600,116.300,-29.700,30.700,-4.800,-9.200,-2.100,22.600
Cecil County,2001,87228,0,20,45,384,571,1771,186,2977,449,15.100,2528,84.900,3412.9,514.7,2898.2,0.0,22.9,51.6,440.2,654.6,2030.3,213.2,-0.300,-1.500,-0.100,-1.800,-3.00,-1.600,-100.0,23.200,-11.300,-2.700,-13.600,3.500,-5.500
Cecil County,2002,88574,1,15,43,357,614,1827,195,3052,416,13.600,2636,86.400,3445.7,469.7,2976.0,1.1,16.9,48.5,403.1,693.2,2062.7,220.2,2.500,-7.300,4.300,1.00,-8.800,2.700,112.900,-26.100,-5.900,-8.400,5.900,1.600,3.200
Cecil County,2003,91175,4,16,54,381,731,1777,200,3163,455,14.400,2708,85.600,3469.2,499.0,2970.1,4.4,17.5,59.2,417.9,801.8,1949.0,219.4,3.600,9.400,2.700,0.700,6.300,-0.200,288.600,3.600,22.00,3.700,15.700,-5.500,-0.400
Cecil County,2004,93573,2,18,60,351,753,1940,264,3388,431,12.700,2957,87.300,3620.7,460.6,3160.1,2.1,19.2,64.1,375.1,804.7,2073.2,282.1,7.100,-5.300,9.200,4.400,-7.700,6.400,-51.300,9.600,8.300,-10.200,0.400,6.400,28.600
Cecil County,2005,96254,4,11,79,380,836,1820,278,3408,474,13.900,2934,86.100,3540.6,492.4,3048.2,4.2,11.4,82.1,394.8,868.5,1890.8,288.8,0.600,10.0,-0.800,-2.200,6.900,-3.500,94.400,-40.600,28.00,5.200,7.900,-8.800,2.400
Cecil County,2006,98064,4,7,102,377,884,1848,310,3532,490,13.900,3042,86.100,3601.7,499.7,3102.1,4.1,7.1,104.0,384.4,901.5,1884.5,316.1,3.600,3.400,3.700,1.700,1.500,1.800,-1.800,-37.500,26.700,-2.600,3.800,-0.300,9.500
Cecil County,2007,100680,5,16,111,436,1001,2141,256,3966,568,14.300,3398,85.700,3939.2,564.2,3375.0,5.0,15.9,110.3,433.1,994.2,2126.5,254.3,12.300,15.900,11.700,9.400,12.900,8.800,21.800,122.600,6.00,12.600,10.300,12.800,-19.600
Cecil County,2008,100763,8,15,111,406,1187,2314,310,4351,540,12.400,3811,87.600,4318.1,535.9,3782.1,7.9,14.9,110.2,402.9,1178.0,2296.5,307.7,9.700,-4.900,12.200,9.600,-5.00,12.100,59.900,-6.300,-0.100,-7.00,18.500,8.00,21.00
Cecil County,2009,102047,2,23,155,566,977,2439,248,4410,746,16.900,3664,83.100,4321.5,731.0,3590.5,2.0,22.5,151.9,554.6,957.4,2390.1,243.0,1.400,38.100,-3.900,0.100,36.400,-5.100,-75.300,51.400,37.900,37.700,-18.700,4.100,-21.00
Cecil County,2010,102940,6,39,152,476,967,2263,195,4098,673,16.400,3425,83.600,3981.0,653.8,3327.2,5.8,37.9,147.7,462.4,939.4,2198.4,189.4,-7.100,-9.800,-6.500,-7.900,-10.600,-7.300,197.400,68.100,-2.800,-16.600,-1.900,-8.00,-22.100
Cecil County,2011,102067,4,28,161,386,898,2368,175,4020,579,14.400,3441,85.600,3938.6,567.3,3371.3,3.9,27.4,157.7,378.2,879.8,2320.0,171.5,-1.900,-14.00,0.500,-1.100,-13.200,1.300,-32.800,-27.600,6.800,-18.200,-6.300,5.500,-9.500
Cecil County,2012,102676,2,38,119,390,870,2365,138,3922,549,14.00,3373,86.00,3819.8,534.7,3285.1,1.9,37.0,115.9,379.8,847.3,2303.4,134.4,-2.400,-5.200,-2.00,-3.00,-5.700,-2.600,-50.300,34.900,-26.500,0.400,-3.700,-0.700,-21.600
Cecil County,2013,102068,5,26,86,319,806,1958,111,3311,436,13.200,2875,86.800,3243.9,427.2,2816.7,4.9,25.5,84.3,312.5,789.7,1918.3,108.8,-15.600,-20.600,-14.800,-15.100,-20.100,-14.300,151.500,-31.200,-27.300,-17.700,-6.800,-16.700,-19.100
Cecil County,2014,102296,4,38,90,364,614,2186,92,3388,496,14.600,2892,85.400,3312.0,484.9,2827.1,3.9,37.1,88.0,355.8,600.2,2136.9,89.9,2.300,13.800,0.600,2.100,13.500,0.400,-20.200,45.800,4.400,13.900,-24.00,11.400,-17.300
Cecil County,2015,102376,9,31,77,249,569,1969,123,3027,366,12.100,2661,87.900,2956.7,357.5,2599.2,8.8,30.3,75.2,243.2,555.8,1923.3,120.1,-10.700,-26.200,-8.00,-10.700,-26.300,-8.100,124.800,-18.500,-14.500,-31.600,-7.400,-10.0,33.600
Cecil County,2016,102033,3,25,70,275,526,1927,153,2979,373,12.500,2606,87.500,2919.6,365.6,2554.1,2.9,24.5,68.6,269.5,515.5,1888.6,150.0,-1.600,1.900,-2.100,-1.300,2.300,-1.700,-66.600,-19.100,-8.800,10.800,-7.200,-1.800,24.800
Cecil County,2017,102783,3,15,69,235,479,1549,143,2493,322,12.900,2171,87.100,2425.5,313.3,2112.2,2.9,14.6,67.1,228.6,466.0,1507.1,139.1,-16.300,-13.700,-16.700,-16.900,-14.300,-17.300,-0.700,-40.400,-2.100,-15.200,-9.600,-20.200,-7.200
Cecil County,2018,102148,2,28,87,239,421,1603,140,2520,356,14.100,2164,85.900,2467.0,348.5,2118.5,2.0,27.4,85.2,234.0,412.1,1569.3,137.1,1.100,10.600,-0.300,1.700,11.200,0.300,-32.900,87.800,26.900,2.300,-11.600,4.100,-1.500
Cecil County,2019,102522,2,20,63,221,331,1610,143,2390,306,12.800,2084,87.200,2331.2,298.5,2032.7,2.0,19.5,61.5,215.6,322.9,1570.4,139.5,-5.200,-14.00,-3.700,-5.500,-14.400,-4.00,-0.400,-28.800,-27.900,-7.900,-21.700,0.100,1.800
Cecil County,2020,102707,1,18,37,216,253,1377,125,2027,272,13.400,1755,86.600,1973.6,264.8,1708.7,1.0,17.5,36.0,210.3,246.3,1340.7,121.7,-15.200,-11.100,-15.800,-15.300,-11.300,-15.900,-50.100,-10.200,-41.400,-2.400,-23.700,-14.600,-12.700
Charles County,1975,55740,3,11,34,119,572,1295,131,2165,167,7.700,1998,92.300,3884.1,299.6,3584.5,5.4,19.7,61.0,213.5,1026.2,2323.3,235.0,,,,,,,,,,,,,
Charles County,1976,59758,7,16,32,116,610,1393,100,2274,171,7.500,2103,92.500,3805.3,286.2,3519.2,11.7,26.8,53.5,194.1,1020.8,2331.1,167.3,5.00,2.400,5.300,-2.00,-4.500,-1.800,117.600,35.700,-12.200,-9.100,-0.500,0.300,-28.800
Charles County,1977,64900,1,11,31,118,613,1330,160,2264,161,7.100,2103,92.900,3488.4,248.1,3240.4,1.5,16.9,47.8,181.8,944.5,2049.3,246.5,-0.400,-5.800,0.0,-8.300,-13.300,-7.900,-86.800,-36.700,-10.800,-6.300,-7.500,-12.100,47.300
Charles County,1978,66193,9,12,37,193,641,1562,156,2610,251,9.600,2359,90.400,3943.0,379.2,3563.8,13.6,18.1,55.9,291.6,968.4,2359.8,235.7,15.300,55.900,12.200,13.00,52.900,10.0,782.400,7.00,17.00,60.400,2.500,15.100,-4.400
Charles County,1979,67202,4,12,35,233,704,2093,173,3254,284,8.700,2970,91.300,4842.1,422.6,4419.5,6.0,17.9,52.1,346.7,1047.6,3114.5,257.4,24.700,13.100,25.900,22.800,11.400,24.00,-56.200,-1.500,-6.800,18.900,8.200,32.00,9.200
Charles County,1980,72343,7,17,39,245,730,2062,198,3298,308,9.300,2990,90.700,4558.8,425.7,4133.1,9.7,23.5,53.9,338.7,1009.1,2850.3,273.7,1.400,8.500,0.700,-5.900,0.700,-6.500,62.600,31.600,3.500,-2.300,-3.700,-8.500,6.300
Charles County,1981,73530,2,19,47,242,675,2231,144,3360,310,9.200,3050,90.800,4569.6,421.6,4148.0,2.7,25.8,63.9,329.1,918.0,3034.1,195.8,1.900,0.600,2.00,0.200,-1.00,0.400,-71.900,10.0,18.600,-2.800,-9.00,6.400,-28.400
Charles County,1982,73599,4,17,46,232,685,1975,170,3129,299,9.600,2830,90.400,4251.4,406.3,3845.2,5.4,23.1,62.5,315.2,930.7,2683.5,231.0,-6.900,-3.500,-7.200,-7.00,-3.600,-7.300,99.800,-10.600,-2.200,-4.200,1.400,-11.600,17.900
Charles County,1983,74271,5,17,51,230,593,1702,175,2773,303,10.900,2470,89.100,3733.6,408.0,3325.7,6.7,22.9,68.7,309.7,798.4,2291.6,235.6,-11.400,1.300,-12.700,-12.200,0.400,-13.500,23.900,-0.900,9.900,-1.800,-14.200,-14.600,2.00
Charles County,1984,79140,1,20,45,230,671,1836,161,2964,296,10.0,2668,90.0,3745.3,374.0,3371.2,1.3,25.3,56.9,290.6,847.9,2319.9,203.4,6.900,-2.300,8.00,0.300,-8.300,1.400,-81.200,10.400,-17.200,-6.200,6.200,1.200,-13.700
Charles County,1985,82603,3,29,54,270,643,1794,195,2988,356,11.900,2632,88.100,3617.3,431.0,3186.3,3.6,35.1,65.4,326.9,778.4,2171.8,236.1,0.800,20.300,-1.300,-3.400,15.200,-5.500,187.400,38.900,15.00,12.500,-8.200,-6.400,16.00
Charles County,1986,83937,2,21,54,306,727,1964,245,3319,383,11.500,2936,88.500,3954.2,456.3,3497.9,2.4,25.0,64.3,364.6,866.1,2339.9,291.9,11.100,7.600,11.600,9.300,5.900,9.800,-34.400,-28.700,-1.600,11.500,11.300,7.700,23.600
Charles County,1987,90430,4,33,53,401,821,2207,282,3801,491,12.900,3310,87.100,4203.3,543.0,3660.3,4.4,36.5,58.6,443.4,907.9,2440.6,311.8,14.500,28.200,12.700,6.300,19.00,4.600,85.600,45.900,-8.900,21.600,4.800,4.300,6.800
Charles County,1988,95856,5,19,58,407,892,2391,386,4158,489,11.800,3669,88.200,4337.8,510.1,3827.6,5.2,19.8,60.5,424.6,930.6,2494.4,402.7,9.400,-0.400,10.800,3.200,-6.00,4.600,17.900,-45.700,3.200,-4.200,2.500,2.200,29.100
Charles County,1989,96281,9,27,103,472,710,2488,447,4256,611,14.400,3645,85.600,4420.4,634.6,3785.8,9.3,28.0,107.0,490.2,737.4,2584.1,464.3,2.400,24.900,-0.700,1.900,24.400,-1.100,79.200,41.500,76.800,15.500,-20.800,3.600,15.300
Charles County,1990,101154,8,28,89,509,843,2707,457,4641,634,13.700,4007,86.300,4588.1,626.8,3961.3,7.9,27.7,88.0,503.2,833.4,2676.1,451.8,9.00,3.800,9.900,3.800,-1.200,4.600,-15.400,-1.300,-17.800,2.600,13.00,3.600,-2.700
Charles County,1991,102814,6,18,129,566,860,3220,480,5279,719,13.600,4560,86.400,5134.5,699.3,4435.2,5.8,17.5,125.5,550.5,836.5,3131.9,466.9,13.700,13.400,13.800,11.900,11.600,12.00,-26.200,-36.800,42.600,9.400,0.400,17.00,3.300
Charles County,1992,103829,7,24,119,490,724,3304,408,5076,640,12.600,4436,87.400,4888.8,616.4,4272.4,6.7,23.1,114.6,471.9,697.3,3182.2,393.0,-3.800,-11.00,-2.700,-4.800,-11.900,-3.700,15.500,32.00,-8.700,-14.300,-16.600,1.600,-15.800
Charles County,1993,107103,5,22,100,436,697,3015,405,4680,563,12.00,4117,88.00,4369.6,525.7,3844.0,4.7,20.5,93.4,407.1,650.8,2815.0,378.1,-7.800,-12.00,-7.200,-10.600,-14.700,-10.0,-30.800,-11.100,-18.500,-13.700,-6.700,-11.500,-3.800
Charles County,1994,107983,3,22,129,451,831,3006,435,4877,605,12.400,4272,87.600,4516.5,560.3,3956.2,2.8,20.4,119.5,417.7,769.6,2783.8,402.8,4.200,7.500,3.800,3.400,6.600,2.900,-40.500,-0.800,27.900,2.600,18.300,-1.100,6.500
Charles County,1995,110079,10,37,151,522,948,3258,474,5400,720,13.300,4680,86.700,4905.6,654.1,4251.5,9.1,33.6,137.2,474.2,861.2,2959.7,430.6,10.700,19.00,9.600,8.600,16.700,7.500,227.00,65.00,14.800,13.500,11.900,6.300,6.900
Charles County,1996,110733,11,42,116,477,838,3140,420,5044,646,12.800,4398,87.200,4555.1,583.4,3971.7,9.9,37.9,104.8,430.8,756.8,2835.6,379.3,-6.600,-10.300,-6.00,-7.100,-10.800,-6.600,9.400,12.800,-23.600,-9.200,-12.100,-4.200,-11.900
